Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Ash Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Honey Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Simmering Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Stringy Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Dripping Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Silky Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Parched Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Mellow Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Loam
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Granite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Granite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Granite
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - White Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Reinforced Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Firestone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ancient Log East/West
chiselsandbits:block_bit:0, Chiseled Bit - Ancient Bark East/West
chiselsandbits:block_bit:0, Chiseled Bit - Ancient Planks
chiselsandbits:block_bit:0, Chiseled Bit - Infused Rock
chiselsandbits:block_bit:0, Chiseled Bit - Infused Brick
chiselsandbits:block_bit:0, Chiseled Bit - Transmutation Catalyst
chiselsandbits:block_bit:0, Chiseled Bit - Crumbling Catalyst
chiselsandbits:block_bit:0, Chiseled Bit - Infused Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Golden Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fig Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Butternut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Whitebeam Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Rowan Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hemlock Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ash Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Alder Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Beech Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hawthorn Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Banana Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Yew Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cypress Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hazel Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hickory Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Elm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Elder Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Holly Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hornbeam Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cedar Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Olive Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sweetgum Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Locust Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pear Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maclura Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Brazilwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Logwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Rosewood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Purpleheart Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Iroko Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Gingko Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Box Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Syzgium Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pink Ivory Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cinnamon Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fig Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Butternut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Whitebeam Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Rowan Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hemlock Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ash Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Alder Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Beech Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hawthorn Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Banana Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Yew Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cypress Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hazel Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hickory Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Elm Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Elder Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Holly Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hornbeam Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cedar Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Olive Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sweetgum Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Locust Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pear Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maclura Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Brazilwood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Logwood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Rosewood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Purpleheart Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Iroko Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Gingko Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Box Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Syzgium Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pink Ivory Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cinnamon Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Fig Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Butternut Wood Planks
